Tweet,Class
احلام كريه وجه تقول كلب  تفو على  وجه,P
شلوش الجن هدا المره كلبه حقيره قا إنتي جعلش موت,P
والله هاي اكبر بقره ابي نعال ابي نعال ابدال ابي كنتاكي,P
احلام ساقطه ... وكندرة راغب بتسواها ... على شو شايفه حالها ... فيها شبه من البوكيمون,P
يا حيوان احلام,P
احلام العاهره,P
صح والله راغب علامه حقير ونانسى كمان حيوانه,P
كس امج كحبه وجهه وجل العير راغب علامة تاج راسج كحبه,P
احلام ليش مقهوره من احلى سوبر ستار الاستاذ راغب يا تافهة,P
"ارسي ع بر يا حماره كثير وله كتير !!
تدايئت هههههههه يا حبيبي 
لا تدلعي ابوس اديكي !!",P
هبلة مجنونة كلبة تتكلم عن راغب وراغب فنان قبل ان تكتشف الامارات نفسها,P
الله يقصف عمرك و الله يطول بعمر راغب علامه اما صراحه ما بحبك ولا رح حبك انت مجنونه رسمي شوفيلك شي دكتور يعلمك اللباقه و حسن الكلام اووك يا مجنوونه,P
هايشه وشايفه رووحه. العووبه….. ولج انَـỲǑŲـْتي تغارين م̷ـــِْن نانسي تموتين م̷ـــِْن شحاطت نانسي… وتموتين م̷ـــِْن تشوفيهم هيه وراغب يشاقون ويضحكون… انَـỲǑŲـْتي كلبج يشتعل نار.. =D (..هَّـَِـَِہْہْـَِہْـَِہْـَِہْہْـَِـَِ[X_X]ـَِـَِہْہْـَِہْـَِہْـَِہْہْـَِـَِاٌاُاّيٌَ..) =)),P
احلام بحاجة الى غنمات اثنين وخروف تسرح فيهم    شو جابك على عرب ايدول حتى كلام ما بتعرف تتكلم صارت  تخرب اللهجة اللبنانية  هههههههههههههههه خبلة,P
شنو بقره حوله و تسولف و الله مجموعة كلاب كلها جرب و اخليهن يقطعنها يا سافله يا.........الخ,P
احلام  انتى بصراحه  قمه القرف,P
احلام البقره ولج مللتيني ولله وجه 👞 لا اتشوفينه خلقتج الزفره و اشلوبج همجي لو باقيه على مهنه الرقص احسن الج و اتلوكلج اشو جنج 🐂  روحي احسلج موتي انتحري يمعوده مو دقيتيني محد ايحبج بس الشواذ,P
ولج تشبهين بسطال الحشد الشعبي والله شايفه روحهه بيبيتي احله منج هههههههه,P
تف عليها حقها متحب راغب لان الوحيد اليبين هيه قندره مو ملكه من واحد يشوفلها قيمتهه تصير عصبيه اصلا هيه زلم اكثر من راغب علامه ههههههههه كبر,P
Very stupide 👎👎👎👎👎👎وعن جد حقيرة اكرها موووووت,P
,P
"والله محد يسمعه هاي العوبه انتي وين وراغب وين انتي صوتج مثل الحمير
 \\ وراغب صوته عسل عسل",P
عفيه هذي القرده اشكد مضغوطه من راغب علامه😂😂😂,P
اه يا سخيفه ثقافتك صفر متخبيه وراء مكياجك لك مين انتي مستوى صفر مستفزه,P
البقره الضحوك,P
افهمو يا عرب يا جرب راغب شيعي متعصب واحلام تمدح باصالة وفضل شاكر اللي وقفو مع الثورة السورية وراغب مؤيد للاسد للعظم ...افهمووو با بهايم,P
بقره الضاحكه,P
بقرة ما تعرف تتكلم,P
طيب تكلمي خليجي يابقره كلام اهل الخليج وش فيه حرام تكونين فنانه الخليج وانتي ماتعرفين تتكلمين بلهجة اهل الخليج ياحيوانه انتي حيوانه كبيره وزبالة الخليج الاولى,P
طاح حظج ياعوبه يا هاشه ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه  تف على هاي الشولات,P
راغب عﻻمة تاج على راسك يابياعة البصل,P
لازم نيشان كان يكتب أنا والبغلة,P
طززززز بيج يا عار مسويه روحها ملكة أم البعران,P
هههههههههههههههههههههههه مين هالحمار لي سمها الملكة الملك لله,P
الخليج = زبالة = احلام = الخليجيين شلع قلع,P
,P
,P
"الله ياخذكم يا غجر يابهايم 
لا تعرفون تكتبون انشاء 
ولا كتابتكم صحيحة اخطاء املائية 
ولا حتى السب تعرفوا تسبوا زي الاوادم 
احاول افهم اش الشتيمه او السبة حتى يصب العرق مني 
الله ياخذكم",P
ودير بالك تحجين على بنات العراق يا سافلة,P
هههههه مو واثق انتي يحطوكي بحضيرة ويا البقر اخواتك,P
اقول ياحلام اقلبي وجهك تراك قرف انعل ابوك وامك ضبعه ومتشببه,P
تكلمي خليجي لعن الله ابو بلعومك,P
احلام ممكن نعمل سكس انا و انتي ***&,P
خرا عليك انتي ايش جابك على الانجليزي انتي حتى مخارج الحروف ما تظبط معك في العربي,P
كس اختها,P
راغب واحلام شطوتين لطيز واحد,P
"راغب علامة مشواثق في نفسه.يحرق أم الثقة  الي عندك 
فعلا انك بقرة قالت انا  ملكة لاصوت ولا صورة.",P
"يا جاهلة انت مرا دون يا عرة النسوان والله ضلموكي لما اتحسبت مرا 
aucune élégance qu'elle sauvage cette ignorante",P
والله زبالة يا احلام قال ملكة ههههههخخخهههخخ,P
ملكه البقر,P
ههههههههههههههههه شبه الحمار والله,P
يقطع عمرك ما ازنخك,P
بس اريد اسال هاي الساقطه الخليجيه ام البعران ليش ماتتكلم بلغة الخليج تتطفل على اللغه البنانيه والمصرية ياعار,P
"للاسف همجيه وربشه وكلامك كتير 
عشان كده راغب علامه كان معاك",P
بقرة حلوب انتي ياغجر تقارنين وتحدين الامير راغب علامة,P
البقره احلام,P
انتي مجرد عبدة خادمة انتي استوردوكي من زيمبابواي لتعملي طقاقة أي تطبلي في الأعراس فقط نعم أنتي ملكة في أفريقيا ومن يشجعك مثلك من الخدم لا تقارني نفسك بأسيادك حتى أسمك ليس أحلام هذا أسم عربي وأنتي افريقية,P
اقول كل زق يا احلام تعرفين تمصين 😡,P
ام خيسه هيه الملكه ام زراب الهايشه ام الخيس ام سرجين ام الطرطيع العبده الوصيفه الزنجيه,P
الثور الهائج احلام,P
والله ما فيه بقرة احلي منك يا احلام و لو لا المكياج لكنت بقرة عادية  و تقارن نفسها بنانسي عجرم هاهاهاها,P
و الله انسانة مجنونة...طقاقة..,P
نيشان انسان غثيث وكريه جداً بالنسبه لي .,P
راغب انسان قذر لا حياء ولا مرؤة ولا شهامة كل لحظة والثانية يتحيل فرصة يضحك ولا يفشل أحلام ... أشباه الرجال,P
,P
اكسوز مي يا طقاقه خفي علينا يا خرا,P
احلام زق على ٤ شوارع,P
هي مقرفة أكتر شي لما تحكي باللهجة اللبنانية احكي بلهجتك وخلص يختي,P
مغروره  رجل في الدنيا ورجل في الاخره عجوز شمطاء راغب  احسن منك ياقرده,P
البقرة الظاحكة  احلام,P
شو ها لخريه هي  احلام يلي ما بتعرف تتكلم لا اسلوب ولا اخلاق والله اخوها الخنيث  اكثر انوثه عليها  قال هي زباله ملكه ملكة لبلوش على المزابل,P
"اسلوب هالطقاقه بالكلام يذكرني بالوليد بن طلال....
بس هي ارجل منه ....... ضربه مزدوجه ياربااااه هههههههههه",P
طول عمرك طقاقة يا أحلام.,P
طييييييط ملكة ع روحك يا جاموسه ههههههه,P
هاد الحيوان مذيع ولا محامي عن راغب ؟ جد انه احقر مذيع شفته بحياتي.,P
لا احد يقول عنها دبدوبه كدا ادلعونها هاذي بقره اوو جامووسه 😁😁😁😁😁,P
همجيه حديثة النعمه :)!,P
العبده الحقوده,P
انتي بقرة عرب ايدوب,P
"يا بقرة اكيد بدو يكون له اختلاف مزاج مهو برج الجوزاء
وبعدين وجودك بكهرب. بالمعنى الجدا سلبي الله يخزي تناقضاتك وكذبك يا ملعونه",P
زي الخرا واللهي,P
"انت مفكرة نفسك فنانة 
طقاقة هبلة واشتهرت والله يخلي دكاترة التجميل يلي جملوك شوي حوليك من شمبانزي الى نسناس",P
غبية,P
"ياشيخ تفو عليك يالاندرتيكر خليجيه يالطقاقه 
وتقولين تدايئت اول شيء طالعتي بالمرايه يوم تقولين الكلام الشاميين لما يجون اي دوله من دول الخليج مايغير لهجته عشاني تروحين تهرجين يعنني شامي تفو على ذى الوجه",P
"احلام انتي فاااااااشلة 
تالقرة السعيدة 
تبي كنطاكي",P
شكون هادي الكلام ما تنطقو مليح حمارة  حاسبة نفسها ملكة هههههههههههههههه ملكة القرود,P
احلام  حقيره,P
ههههههههههههههههههههههه   قاعدة تاكل  خرا  وتقول دس مومنت يعني السنة ههههههه  يلعن شرفك عاملة حالك تحكي أنكليزي  يا قردة,P
"أنتي  ملكة يا قحبة يلعن طيزك المعفن يا مطمورة الزباب كلي تبن شكلك شكل الضبع من عمليات التجميل يا عاهرة 
أنتي كلمتين مناح ما تعرفي تحكيهم أدعي للبنان ألي علمك تحكي وتاكلي خرا",P
احلالالالالالالالام انتي خراااااااااااااااااااااا على خراااااااااااااااااااااااااااااااا,P
تفو عليكي يا احلام انتي عار على برنامج جايف وحدة بوله وسخه احلام شكد اكرهج يا قذرة لا تفهمين اي شي مكانك بلجوبة مال حيوانات مو برنامج مواهب,P
سوقية حتى في ردها,P
راعيه مشاكل هل الطقاقه . بس ناقصها بعد الطلعه اوريك,P
يا زين هالعجوز لازالت تظن انها صغيره في عمرها وتعتقد انها جميله وتتكلم بدلع هههههههههههههههههههههه اله يهديها,P
احلام انتي كفو يا ام فاهد يوم دعستي على شوارب الشاذ راغب,P
يقطع عمرها الطقاقه هيي والشيخ تبعها,P
الف عير بوجهج وجه اللي يحبج يا كلبة الام بي سي,P
تقصدون المنغولية التافهة وجه الكلب احلام ؟؟,P
والله اللى سماكى ملكه مش بيفهم انتى يسموكى زباله حتى هيظلمو الزباله,P
تعليقاتك سخيفة متلك,P
انسانة حقيرة وناكرة المعروف وتافه وغير لبقة,P
تاااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااااافه نيشااااااااااااااااااااااان,P
ريتك تلحسي طيزي يا احلام,P
"الله يقرفك انت وياه عالم منحطة
اثبات عملي لنظرية ""المال لايشتري الرقي والاخلاق""",P
"الملكة احلام 

مايقارن بها الجزمة راغب",P
احلام هيي وحدة معفنه بكرها وبكره اغانيها كمان وجها متل الطنجرة المحروقه لازم هيي طلعت وراغب علامه ضل شو هااااااااد احلام نكبي برا تضليش هون,P
"اكتشفت أن أحلام مغنية ذات صوت جميل.
ولكنها غير مثقفة بل والاكثر من ذلك هي رجعية ومتزمتة ومتعجرفة ومغرورة
وعندها أشياء أسوء في شخصيتها",P
كلهم زق في زق هي والزق الثاني,P
"انت زبالة ورح تبقي زبالة وراغب احسن منك ومتأدب وخلوق وانت حقيرة 

وبدل ما تتكلمي عن الناس المحترمة الأحسن انك تحترمي سنك و لا تتحدي الناس يمسكو عنك فضايح لان كل البرنامج تعملي مصيبة مع حد 

وفي الاخر انت زبالة ورح تبقي زبالة وحثالة",P
احلام ربالة,P
,P
بقرة لابشكري,P
يا ريتك رحتي من البرنامج يخرب ابو شكلك معقدة و متكبرة يا بقرة,P
ههههههه هي البقره مسخره و راغب تاج راسها,P
كفو الملكه احلام طردت الحقير راغب الي كانه مرأه بتصرفاته,P
صارت لبنانيه طقاقه -_-,P
كلهم حمير الله يلعن راغب و احلام,P
احلام صارت تقول ( اتدايئت) ههههههههههههههههههههههههههه .. سبحانه طقاقة رقبة وصارت تحكي لبناني هههههههههههه,P
والله انتي كذاب وانا شخصين اكرهك,P
ماخليتي احد يابومة يعتب عليكي مشاكلك لفت العالم مابقي الا شكيرة تضاربي معها محد سلم من شرك وفعلا انك ملكة بس ملكة البعارين ياشين السرج على البقر ارحمينا وكني في بيتك وانتي عمرك عمر جدتي وتسوين نفسك بالقوة جميلة تلبسين فساتين بالملايين وتتباهين بمجوهراتك تعوضين المفقود فيكي وغيرك لو لبس خيشة صارة  سندريلا من غير ماتحط حتى اسوارة من مطاط الله يرحمنا منك ويلقط روحك امين,P
هاذي ليدي طقاقة تروح تعلن تقاعدها ما بقى فيها غير الكلام الفارغ,P
يبدو ان العبده أحلام بحاجة إلى أغتصاب لتعود طقاقة كما كانت سابقاً .,P
خرا عليك و على راغب و على اراب ايدول و ام بي سي و كل البرامج و القنوات الهابطة الزبالة خلاف بين شخصين ليش عاملين كل هالحجم للناس الزبالة الحثالة .. المقطع طلعلي بالصدفة قلت اتفرج و اشوف وين العرب صاروا .. يا حيف,P
الله يلعنش راغب افضل منك يا عجوز الشمطاء,P
,P
"وحده خراطه رقاصه قحبه ماال قهاوي
بقره حلوب
مرضعه",P
"كس امك العمى اول مره ااشوف وحده عندها جنون العظمه العمى يضربك كل الفنانين يكرهوكي و يعملو مشاكل معكي !!!!
العمى شلون جوزك متحملك ما بعرف !!!!؟؟؟؟؟؟؟؟
روحي اتعلمي عربي متل العالم قال غرار قال
انكليزي ده يا مرسي !!!!",P
شايفة نفسها الخايسه تجتمعين مع الرجاجيل وماتبينهم يضايقونج,P
ملكة الذبان,P
,P
,P
,P
لعمى شو حيوانة لك مفتكرة انك انثى لعمى بعيونك انتي وكلامك ومنطئك متل الغول تضربي بهالموديل,P
لك تفوه عليكي راغب اقدم منك ومحترم اكتر منك مين انتي على قولة الخليجيين طقاقة لك كل العالم مابتحبك وخرى عالام بي سي يلي طلعتك لانهن اغبياء وعاملينلك قيمة لك تفوه شو غجرية,P
هههههههههههههههه بقرة المزرعة السعيده,P
هذي البقرة ليش ما تتكلم بلهجتها الاماراتية ؟ تتكلم لبناني و انجليزي .. يا شين السرج على البقر.. الحق علي اللي يسمعها,P
كس اخيتج,P
طز اف راغب و احلام و كوابيس ا نانسي و نيشان وكللللللللللللللللللللللللل مجتمع الفن الحقير انتم لستم الا مغنيين تتعبون انفسكم كي تمتعونا باصواتكم يعني آلات لا تستحقون اي مكانة اتفوووووووووووووووووووووو عليكم بالتساوي,P
مع اني اكره راغب بس هالاحلام كذابه,P
سخيفة جدا...,P
راغب وسخ  ومش كثير  مجرد لبناني ! شو راح يكون ....... وقناة ام بي سي خليجيه  يعني غصبا عن راغب وغير راغب  وغصبا عن كل اللبنانيين الوقحين مثل راغب. واتمنى السيزن 3 أحلام تكسررررررررررر خشم راغب كسر.,P
سخيفه,P
"يلعن ابوكي ع ابو الي طالع امثالك عالتلفزيون 
خليجيية و بتقول اتدايقة لك تفوووووووووووو عليكون يا حمير",P
بغل,P
يارب خلقة العاهات وقلت اتقو فكيف نرى أحلام البقره ولا نضحكوو ؟؟؟؟؟؟؟ الغيره اكلتنا يا بشر,P
,P
,P
"طقاقات اخر زمن 

هدفجوري ههههههههههههه",P
,P
"و هذي البقرة ليش ما تتكلم بلهجتها الاماراتية ؟ تتكلم لبناني و انجليزي ..
يا شين السرج على البقر..",P
راغب علامه وسخ بياع شاورما . اشتريه بريالين . عجوز متصابي . تفووه عليه وعلى من يتشدد له,P
منيوكه شرموطه,P
تاكل زق انا انيكك انت وراغب الخنيث احلام اشرف منك انت والشيعه يالجوتي,P
ملكه ههه كنتي طقاقه,P
طقع احلام كس اختك يا راغب علامة,P
كلب محمد عبده ايكول لو صوته بعد احلا جا   بعد محد يستمع لكلامنه عود هوه لوتي خل ايولن ضن السولاف   حقير,P
ههههههههه كل مرض نفسي أنتم ماتحبون ان احد يتفوق عليكم 😂😂😂😂😂,P
شكد كنت احب نضال الاحمديه لكن هسه نزلت من عيني هيه اصلن متعرف اصلها الكحبه ياشرموطه عله كولتكم ترحون فدوه لقندرت كاضم,P
والله تعبنا كل واحد يقول انا اللي صنعته لك على عيري انت وصناعتك التقليد! كس امكم حاقدين عليه لأنه نجح,P
المذيعة العنصرية من اي مزبلة جايبينها تفو عليها,P
ترحون فدوه لكاظم الساهر القيصر الكبير مضغوطين منه تف عليكم,P
تاج راسكم ياحاقدين لان صوت جميل ومتميز يانذال يرحولك فدوة ابو وسام والله يغارون منك ياعلم,P
لك كاضم صووته تاافه لا يتافه ابن التافه لك قيصر عليكم انتم وانتو خدم ولد تبا لكم وع تفاخركم بنفسكم كاضم انته فنان وكبير وستبقى كبير بإذن الله,P
نعال كاظم يسواهم كلهم,P
كاظم الساهر تاج راسكم جميعا يا حتاله,P
اغتصبو نسوانكم العراقين يا كويت الخرة,P
هسة مندري كلها تصيح جبنا كاظم تروحون فدوة لكاظم وللعراق  شنو هالغيرة   من عدنااحنا العراقيين. وهذا محمد عبدة مسوي نفسة فنان العرب والله ثم والله لمااشوف صورتة ع ااي قناة فضائيه  تلعب نفسي لاصوت ولاخلقة لا والدب نبيل شعيب يكول رحت للكويت بالحرب  وقاومت هو صدام خلة واحد بيكم يوصل الكويت خلاكم طشاركم ماللة والي,P
ترحون فدوة لصوتة والشخصيتة والاحساسة والاناقتة والبساطتة يا حسودين لا والاخير خووب يموت ضحك ليكول صوتي احلة من كاظم التافه,P
هههههه الخليج اكبر زبايل وينكم وين كاظم شوصلكم اله,P
"اصﻵ لو ما مضغوطين منه جان محجو نبيل شعيل ...هوة انت اذا شافوك الجيش العراقي حتى الرصاص والصورايخخ تكوم ماتنطلق ....من ورة  كرشك ولغلوغك وهاي الكويتية وجه الفارة...
طلع الدول العربية كلها الي منجحة كاظم وهوة ماله اي وجود ولا تعبان ولا ابد",P
طلعوا كلهم مساعدين كاظم الرايح والجاي يكول اني مساعدة..وهذا محمد عبدة المعزة هم عندة لسان ويحجي اغانية كلهة نفس الشي..وهاي المذيعة الكويتية تحجي على  كاظم علساس محتاجلهة تهي بهي..كلهم يغارون منة وجورج وسوف يقنع بنفسة خطية..وهذا الفيل خلي يوخر الكلف بعدين يحجي😂.وهذا الي يكول ميعرف يغني ريفي قرم قميصك بعدين احجي😂..واخيرآ مقهووريين من كاظم موتوووا..هههههههه,P
الله ينتقم منكم  ماكوو احسن منوو لكضييم فنااننا احناا وانتو كلو خرى,P
,P
مابقه غلينه غير محمد عبده ونبيل شعييل والله يالله حثالة الخليج,P
كس خواتكم كلكم,P
"يا اخي يكفي تواضعة يكفي صوتة يكفي انه حنون  عطوني مغني واحد مثل تواضعة لبسة عادي كلامة يجنن واغانية معبرة وحلوة
تتكلمون عن كاظم ساهر مرة وحدة 😂 ترة قوية ورقم 2 مضغوطة بشكل يعني على اساس هو يريد يشوف وجهك الخايس",P
هاي شطلعت ياهو الي خلي كاظم يشتهر لكويت او لبنان او سوريه او مصر طب ليش تعشقو اغاني القيصر كافي نعثله مضغوطين منه لحمير😲😨😴,P
"تحيه حب وتقدير لاخر الفنانيين العمالقه ذات الفن الراقي ،، كاظم الساهر صار نجم بفنه الراقي وصوته العذب وبتعبه واجتهاده ،ولو تتابعو اي لقاء له لم ولن يسئ لاي فنان ولايرد ع الاساءه ،،هذا هو الفنان الراقي المحترم ولانه واثق من نفسه ،فيترك المنافقين والكذابين والحاسدين امثال هؤلاء ينبحون كالكلاب ويسير هو بالقافله ،، اطربنا واشجينا ياابو الفن الراقي الموسيقار كاظم الساهر ،",P
رغم كل ما قيل عن القيصر يبقى القيصر رغم انوف الحاقدين ...ماعرفنا من صنع القيصر لبنان لو مصر لو الكويت الكل يريد يصير صاحب الفضل عليه رغم ان القيصر صنع نفسه من خلال الحانه و اشعار قباني و كريم و حب جمهوره له ليش الحقد يا ناس لان ما كاظم ما متلون و متملق للعرب هذا مايقال عنه طبعا ماجد السعودي تحبوه لان صار منكم و بعض الفنانين العراقيين ممن يكرهون كاظم هم اناس مأجورين من حيوانات الخليج ممن يسمون انفسهم فنانين و حتى الاعلامين هم مأجورين من قبل هؤلاء,P
القيصر تاج راس على كل واحد واي واحد يحجي عليه اخلي النعال ابحلكه,P
اني اكوول اكلي خره انتوو الي بكتوونه  وتاامرتوو علينه من جوه الجوه  ومن كشفنااكم يلحراميه مال النفط وجيناكم استحميتوو بلمريكاان يااخزي,P
اول مرة ايوف فيديو ملحم بركات الحقير هسه صارت الحرب عار ليش من صارت حرب بلبنان ونقصفت البيوت وتهجرت العوائل هذا شنو يسمونة يا حيوان تروح فدوة انتة واهلك للعراق وللقيصر وكول الي يتكلم عنة مقهور من نجاحة لان اول ماطلع بلفن كعدكم ببيوتكم لذلك مقهورين مووووووووووووتو ;-);-);-);-);-),P
برميل الخره هم يقيم عود خل يروح ﻻبنه السربوت يربي طيط نبوله ولك انجب مو انته بدون يمعود,P
نضال القنطره انتي منو حتي تقيمين القيصر ولكم انتو بلبنان بطل اذا بطل مي تشربون احد تاخذون وبمنيه انتو اشهرون احد اذا متستفادون عشرة اضعاف تحياتي لنضال القنطره وجورج وسوف ابو الكبلسله وبلال الحبشي عبده اكلوا خره,P
"وائل جسار مصدق عمره !!! ماخذ بنفسه مقلب والله قال شو نجوميته تفوق نجومية كاظم في مصر ! اغلبيتهم ماعرفوك الا من غريبة الناس الحينه ياي تتفلسف ! كلهم هذيلا اللي طلعوا وتكلموا حاقدين عليه بسبب نجوميته ، كل واحد طلع قال نحن صنعناه ونحن طلعناه ههههه مساكين ! القيصر طبعًا مابيرد على تفاهاتكم 🚶🏼",P
"كم واحد بعرفكم يا معفنين؟؟ بس الكل بعرف وبحب كاظم واصلا صار رمز وأسطورة للعشق والحب
وهو شخص متواضع وجنتل وكل حدا بحكي عنه مقهور وغيران منه",P
صباح الامي هههههههههههههه يكول اني افضل من كاظم ... خره بحظي تذكر بسوريا جنت تغندي بمندي ومن يكملون اكل يطردوك ااثول لك انت وين وكاظم الساهر وين اجرب ابو الوسخ,P
اروى احقر زبالة شفتها على التلفزيون,P
الغيرة دايرة حالة كاظم فنان راقي مايسمع تفاهاتك طالعة من بهايم,P
,P
انجب لك دعار,P
نعللة والديكم ياخي واللة ايضوجون الواحد,P
نبيل شعيل الملقب بثور او بعير او برميل الخليج طبق مقوله للصدام حسين هي الكويت يهود العرب مع اني شيعي واكره هذا صدام بس صدقت في مقولتك صدام,P
اللي يحجي عل كاظم حقير ومن غيرته يحجي عليه,P
كل الي حجو على كاظم يأكلون خرا يرحوله فدوة,P
شوية بغال انجاس حقودين طاءفيين  يتكلمون عن الجمال والسلام والحب الي هو كاضم الساهر ..,P
"هههههههههههههههههههههههه 
هسه كاظم السسسسساهر الكويت طلعته والبنان دكول احنه طلعنا يلعن شكلكم والله ترحوله فدوه يانواقيص 😅😅😅😅😅",P
,P
كس خواتكم تطلع لبنانيه دكول لبنان سوت كاظم ونجح كويتية هاي لكحبه دكول سوته لكاظم جور وسوف يكول اني بلاعين العير,P
,P
ههههههه شنو هاي طلعت كلها مسويه فضل على كاظم الساهر وهاي الكويتية الصاقطة جي كاظم مي كلبها تحجي علي /الی كل من أسا لكاظم الساهر يبقى تاج روسكم يا كلاب,P
"ياكلب ياملحم بركات ، لماذا تقول على كاظم الساهر ان عنده اختصاص بالحرب ، هل تستخدم الحرب كمعيار وعيب على بلدنا ، الحروب قرارات حكام . أفضل منك انت كلبناني عندك اختصاص بالدعارة والانحلال والفجور تفووووو عليك ياملحم",P
,P
,P
,P
,P
,P
"والله ""كاظم ساهر"" اعظم من نبيكم ""محمد""",P
,P
,P
,P
,P
خرا بصباح اﻻمي,P
انته ياابو ثخنه يانبيل الدب يعني انته اشجع من كاضم انته اكبر جبان واحنه مو ذنبنه من غزاكم صدام,P
كلوا هوا مالت عليكم عالم زبالة ضفر كاظم يسوى اشكالكم كلكم,P
"حيوان ابن حيوان 
ليش انته 
منو ياااا فاشل",P
شو هالحقد والغيره يا كلاب,P
تفو عليكم كلهم مضغوطين من ابو وسام خوات الكحبة,P
القيصر يسواكم انتو  خلك قذاره تحجون على القيصر وجوهكم مساعد اصلا,P
اكلو خرررره مضغوطين من القيصر 😂😂,P
هسه ما فتهمنه كل ساعه قندرة تطلع تكول مسوين فضل ع كاظم بس اريد افتهم شنو فضلكم لو ضايجين لان نسوان العرب تلعب بكسه من تشوف ابو وسام,P
يضهر الفيديوا حريه التعبير ولاكن العرب وخاصه الخليجيين لايوجد عندهم حريه تعبير اصلهم حثاله فيعادون كل شيئ عراقي طاح حظ الجرب,P
اشبيكم ويا كاظم. يا صعاليك الفن العربي,P
ترحون فدوة لنعال كاظم,P
محمد عبده فنان زربه,P
"القافلة تسير والكلاب تنبح 
علم ابو وسام",P
فدوا الكلبك ابو وسام جالطهم وتفووو ع كل الفنانين الي يحجون ع تاج 👑 راسهم القيصر,P
"مي الخرة انتي حشرة وبلا أصل وبلا مباديء همزين ماتحبين كاظم لان كاظم بس يحبه اولاد ناس واصول 
والدليل انتي هسه كاعده ببيتج طردوج من القناة ياحشرة",P
كاضم يسوا راسكم. كلكم يا حقراء,P
"ياخي من هؤلاء اصلا حتى يتكلمو عن كاظم ؟
والله فكرت اشي بحرز !!!
شوية صعاليك فاشلين يتكلمون عن الساهر !! يا للعجب",P
اخوات الكحبه كلها طلعت مسويه فضل على كاظم الساهر....هو لوما مطرب جيد واستاذ جان ماصعد وطيح حظكم بس هذا حسد ...وغيره ياحثاله,P
ولكم اخوات الكحبة مافتهمن السالفة شني ساعة يكولون بدايتة بلبنان وساعة يكولون بالكويت وساعة بالسعودية اخوات الكحبة ولكم ماطلع كاظم الساهر طلع ام اربع واربعين امو كاظم الساهر,P
هههههه شوف الزبايل اللي تقيم القيصر,P
مضغوطين من القيصررر✌️..القاافلة تسيرر والكلاب تنبح,P
كاظم تبرع بالكثيييير وارسل الكثييير بايام الحصار ...ولكن يتبع قول الرسول(ص) بان ما يتحدث عن خيراته...وبعدين معرفنه الكويت لو لبنان لو مصر لهم فضل عليه..وفيه ناس اكدوا هذا الشي يا حثاله,P
كلهم حقراء و حقودين و كاظم يكول الله يوفقهم هوة مو قصدهم كره و انما غضب,P
"شكد فاشل صباح الامي مبين يغار طاح حضه 
و انته محمد عبده فنان و مشهور شجاك خرفيت",P
نعال كاظم عل روسكم مضغوطين,P
كلكم اتروحون فدوه لقندرة كاظم,P
اي ابن لنعال انته تجيب لفن العراقي,P
انت اهم شي لتحجي اللامي ابو البرتقالة يا زبالة لتنظغطون من كاظم تاج راسكم,P
"كاظم تبقى ملك الإحساس والرومانسية
تاج الرأس كل الرجال
شجرة مثمرة ترمي ب أحجار
يا أيتها البشر متخلفة العقول
متى نرتقي
يذهبون  الى عمالقة ويجلسون بتقليد على راحتهم
على أساس هو سوف يموت على بلدانكم
وهم أنتم ميتين
من شخصية راقية 
ومهذب لسان والبساطة
إعملوا مثل ما عمله 
وأوصلوا الى ما وصله له
تبا لكم أيتها قمامة المجتمع",P
لك ﻻ نسمع صوتك التعيس بس كاوليات كاظم انخليه على الراس وانته جو الكاس ياتافه   وكلكم تافهين لن ماعدكم ثقه بنفسكم,P
هههههههه من غيرتهم القافلة تسير والكلاب تنبح 🐶🐕,P
"حرف واحد من اغنية واحده للقيصر كاظم الساهر تساوي جميع هؤلاء الحثالات الذين يطعنون بسيدهم وصاحب المركز الاول في الوطن العربي كل من يسئ لكاظم ولو بحرف فليعتبر نفسه مزبلة وحثاله وهمج المستنقعات
قيصري استمر بالتألق والابداع فاعلم ان قافلتك تسير والكلاب تنبح من بعيد من غير اي تأثير يذكر
القيصر ضاغطهم بأخلاقه وما يقدمه من فن",P
خايبين اكلوا خره قنادر انتو اتلحكون كاظم مضغوطين منه لأن هو اشتهر وانتم لا هي كلاب اعرفوا حجيكم عدل قبل لا تحجون عليه عود هو من بلدكم كبر حتى كبر عود امسوين ابراسنه انو أنتم فنانين كبار لو معروفين جان صرتوا مثله مشهورين عيب عليكم والله يأخذه الي يحجي ع القيصر مو هو دائمآ مفتخر بيكم هي كلاب كبر حتى كبر  ما أظن تستاهلون تعليق أكثر من هذا,P
,P
شيعي نكس,P
عبده ابن كلب مقهور من كاظم لانه ما اخذه لحن منهه تريد بشهر بواسطة كاظم ماطلعلو حظ هههههه ختيار للعين,P
مابعرف مين رقم واحد بس عن جد كاظم صارت مرض الو ياكلب كل واحد حر شنو يغني انت تحب ريفي لو غجري حر انت ليش تثبت رأيك ع اخرين اصلا كاظم اقدم و احسن منك ز من ابوك انت تافه كلب ابن كلب,P
وائل جسار اكلت خرة اذا كفكر تكدر يوصل ل كاظم و هل ختيار خرفاء محمد عبدة صوته مثل حمار اكلت خرة,P
